OID,FID_1,OBJECTID,CrashSever,CollisionT,Weather,Light,RoadSurfac,TrafficCon,City,Year,Fatality,Injury,X,Y,FULLNAME
817,655,56,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2003,0,1,-88.21569824,40.11650085,US Hwy 45
818,677,78,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Champaign,2003,0,2,-88.24349976,40.10879898,US Hwy 45
819,689,90,A-Injury,Angle,Clear,Daylight,Dry,No Controls,Urbana,2003,0,1,-88.20420074,40.11790085,US Hwy 45
820,695,96,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2003,0,1,-88.20500183,40.11629868,US Hwy 45
821,706,107,A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Champaign,2002,0,1,-88.24469757,40.09790039,US Hwy 45
822,712,113,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2002,0,1,-88.22109985,40.11640167,US Hwy 45
823,724,125,A-Injury,Other object,Clear,Darkness,Dry,No Controls,Urbana,2002,0,1,-88.2016983,40.12260056,US Hwy 45
824,781,182,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2002,0,2,-88.20500183,40.11629868,US Hwy 45
825,795,196,A-Injury,Angle,Fog/Smoke/Haze,Daylight,Snow or slush,Traffic Signal,Champaign,2001,0,3,-88.2437973,40.10269928,US Hwy 45
826,867,268,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Urbana,2000,0,2,-88.20050049,40.12530136,US Hwy 45
827,913,314,A-Injury,Angle,Rain,Daylight,Wet,Traffic Signal,Champaign,2000,0,2,-88.24690247,40.08349991,US Hwy 45
828,922,323,A-Injury,Head on,Clear,Darkness,Dry,No Controls,Savoy,2000,0,2,-88.25119781,40.05540085,US Hwy 45
829,942,343,A-Injury,Turning,Rain,"Darkness, lighted road",Wet,Traffic Signal,Urbana,2000,0,1,-88.20500183,40.11629868,US Hwy 45
830,946,347,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Urbana,2000,0,1,-88.20379639,40.11840057,US Hwy 45
831,967,368,A-Injury,Turning,Clear,Dawn,Dry,Traffic Signal,Champaign,2000,0,2,-88.24690247,40.08349991,US Hwy 45
832,975,376,A-Injury,Rear end,Rain,Daylight,Wet,No Controls,Champaign,2000,0,1,-88.24469757,40.09790039,US Hwy 45
833,976,377,A-Injury,Other object,Other,Darkness,Snow or slush,No Controls,Savoy,2000,0,1,-88.24859619,40.0727005,US Hwy 45
834,991,392,A-Injury,Angle,Clear,Daylight,Ice,Traffic Signal,Champaign,1999,0,2,-88.24500275,40.09579849,US Hwy 45
835,992,393,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,1999,0,1,-88.2457962,40.09090042,US Hwy 45
836,996,397,A-Injury,Sideswipe opposite direction,Clear,"Darkness, lighted road",Unknown,Traffic Signal,Urbana,1999,0,2,-88.20739746,40.11640167,US Hwy 45
837,1002,403,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,1999,0,1,-88.24669647,40.08480072,US Hwy 45
838,1003,404,A-Injury,Turning,Clear,"Darkness, lighted road",Ice,Traffic Signal,Champaign,1999,0,5,-88.24669647,40.08480072,US Hwy 45
839,1006,407,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,1999,0,2,-88.22899628,40.11569977,US Hwy 45
840,1008,409,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,1999,0,3,-88.22889709,40.11299896,US Hwy 45
841,1048,449,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,1999,0,1,-88.24669647,40.08480072,US Hwy 45
842,1055,456,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,1999,0,1,-88.19960022,40.1269989,US Hwy 45
843,1061,462,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Champaign,1999,0,1,-88.24440002,40.09930038,US Hwy 45
844,1068,469,A-Injury,Rear end,Clear,Daylight,Wet,Traffic Signal,Savoy,2004,0,2,-88.25189972,40.05110168,US Hwy 45
845,1069,470,A-Injury,Rear end,Severe cross wind,Darkness,Ice,Traffic Signal,Savoy,2004,0,1,-88.24919891,40.06900024,US Hwy 45
846,1070,471,A-Injury,Rear end,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Savoy,2004,0,1,-88.24880219,40.07170105,US Hwy 45
847,1073,474,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2004,0,1,-88.24430084,40.09999847,US Hwy 45
848,1083,484,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2004,0,5,-88.21910095,40.11640167,US Hwy 45
849,1084,485,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2004,0,2,-88.20500183,40.11629868,US Hwy 45
850,1188,589,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Savoy,2005,0,4,-88.24919891,40.06900024,US Hwy 45
851,1204,605,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Savoy,2005,0,2,-88.25189972,40.05099869,US Hwy 45
852,1216,617,A-Injury,Parked motor vehicle,Unknown,Daylight,Unknown,Unknown,Savoy,2005,0,1,-88.248703,40.07210159,US Hwy 45
853,1285,686,A-Injury,Other non collision,Clear,Daylight,Dry,Traffic Signal,Champaign,2005,0,2,-88.24690247,40.08349991,US Hwy 45
854,1286,687,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2005,0,1,-88.24469757,40.09769821,US Hwy 45
855,1325,726,A-Injury,Head on,Other,Dawn,Ice,No Controls,Urbana,2005,0,2,-88.22160339,40.11640167,US Hwy 45
856,1326,727,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2005,0,1,-88.21579742,40.11650085,US Hwy 45
857,1330,731,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2005,0,1,-88.20899963,40.11650085,US Hwy 45
858,1376,777,A-Injury,Turning,Rain,Daylight,Wet,Traffic Signal,Savoy,2006,0,2,-88.24919891,40.06900024,US Hwy 45
859,1488,889,A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Champaign,2006,0,1,-88.24690247,40.08359909,US Hwy 45
860,1489,890,A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2006,0,1,-88.24340057,40.10499954,US Hwy 45
861,1492,893,A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2006,0,1,-88.24340057,40.10720062,US Hwy 45
862,1493,894,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.24549866,40.09289932,US Hwy 45
863,1494,895,A-Injury,Other non collision,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2006,0,1,-88.24549866,40.09289932,US Hwy 45
864,1542,943,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2006,0,2,-88.21260071,40.11650085,US Hwy 45
865,1544,945,A-Injury,Sideswipe same direction,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2006,0,1,-88.22460175,40.11640167,US Hwy 45
866,1678,1079,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2007,0,1,-88.24459839,40.09809875,US Hwy 45
867,1695,1096,A-Injury,Rear end,Clear,Daylight,Wet,No Controls,Champaign,2007,0,1,-88.24590302,40.09030151,US Hwy 45
868,1716,1117,A-Injury,Head on,Rain,"Darkness, lighted road",Wet,No Controls,Champaign,2007,0,3,-88.24510193,40.09469986,US Hwy 45
869,1738,1139,A-Injury,Angle,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2007,0,3,-88.24349976,40.11019897,US Hwy 45
870,1777,1178,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Urbana,2007,0,1,-88.21949768,40.11640167,US Hwy 45
871,1784,1185,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2007,0,1,-88.21559906,40.11640167,US Hwy 45
872,1786,1187,A-Injury,Unknown,Clear,Daylight,Dry,Traffic Signal,Urbana,2007,0,1,-88.20189667,40.12200165,US Hwy 45
873,1802,1203,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2008,0,3,-88.2193985,40.11640167,US Hwy 45
874,1826,1227,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2008,0,1,-88.23539734,40.11270142,US Hwy 45
875,1943,1344,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2008,0,6,-88.24690247,40.08359909,US Hwy 45
876,1975,1376,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2008,0,1,-88.21559906,40.11650085,US Hwy 45
877,2010,1411,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,4,-88.24459839,40.09809875,US Hwy 45
878,2056,1457,A-Injury,Sideswipe opposite direction,Clear,Daylight,Dry,No Controls,Urbana,2009,0,1,-88.20040131,40.12549973,US Hwy 45
879,2057,1458,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2009,0,1,-88.20500183,40.11629868,US Hwy 45
880,2065,1466,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,1,-88.24690247,40.08359909,US Hwy 45
881,2106,1507,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2009,0,1,-88.24459839,40.09809875,US Hwy 45
882,2188,1589,A-Injury,Turning,Rain,Darkness,Wet,Traffic Signal,Champaign,2009,0,1,-88.24459839,40.09809875,US Hwy 45
883,2296,1697,A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Urbana,2010,0,1,-88.2193985,40.11640167,US Hwy 45
884,2319,1720,A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2010,0,1,-88.22219849,40.11640167,US Hwy 45
885,2337,1738,A-Injury,Turning,Rain,Daylight,Wet,Stop Sign/Flasher,Urbana,2010,0,1,-88.22239685,40.11640167,US Hwy 45
886,2348,1749,A-Injury,Angle,Clear,Darkness,Dry,No Controls,Urbana,2010,0,3,-88.21279907,40.11650085,US Hwy 45
887,2351,1752,A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2010,0,1,-88.24459839,40.09809875,US Hwy 45
888,2353,1754,A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,2010,0,1,-88.24459839,40.09809875,US Hwy 45
889,2357,1758,A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Savoy,2010,0,2,-88.24839783,40.07419968,US Hwy 45
890,2361,1762,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2010,0,2,-88.24690247,40.08359909,US Hwy 45
891,9,2010,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,3,-88.14289856,40.37220001,I- 57
892,58,2059,A-Injury,Overturned,Snow,Daylight,Snow or slush,Lane Use Marking,Rantoul,2012,0,1,-88.18419647,40.30789948,I- 57
893,144,2145,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,1,-88.30329895,39.93980026,I- 57
894,153,2154,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,1,-88.28929901,40.14160156,I- 57
895,199,2200,A-Injury,Pedestrian,Clear,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2013,0,1,-88.13890076,40.38029861,I- 57
896,220,2221,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2013,0,6,-88.30410004,40.0141983,I- 57
897,262,2263,A-Injury,Rear end,Snow,Darkness,Ice,Lane Use Marking,Unincorporated,2013,0,3,-88.27400208,39.90119934,I- 57
898,263,2264,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Champaign,2013,0,1,-88.271698,40.1570015,I- 57
899,278,2279,A-Injury,Fixed object,Snow,Dusk,Snow or slush,Lane Use Marking,Unincorporated,2013,0,3,-88.30269623,39.92630005,I- 57
900,297,2298,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2014,0,2,-88.24839783,40.17839813,I- 57
901,415,2416,A-Injury,Overturned,Clear,Darkness,Ice,Lane Use Marking,Unincorporated,2014,0,2,-88.16449738,40.34239960000001,I- 57
902,417,2418,A-Injury,Pedestrian,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2014,0,2,-88.13950348,40.37900162,I- 57
903,420,2421,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2014,0,1,-88.14790344,40.36330032,I- 57
904,447,2448,A-Injury,Fixed object,Snow,Darkness,Ice,Lane Use Marking,Pesotum,2014,0,1,-88.27980042,39.9054985,I- 57
905,462,2463,A-Injury,Overturned,Snow,Daylight,Ice,Lane Use Marking,Unincorporated,2015,0,1,-88.19789886,40.23730087,I- 57
906,563,2564,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2015,0,1,-88.30500031,40.09659958,I- 57
907,573,2574,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2015,0,1,-88.30390167,40.02539825,I- 57
908,601,2,A-Injury,Fixed object,Clear,Daylight,Snow or slush,Lane Use Marking,Rantoul,2003,0,4,-88.18389893,40.30049896,I- 57
909,632,33,A-Injury,Rear end,Clear,Dawn,Dry,No Controls,Unincorporated,2003,0,1,-88.17710114,40.32630157,I- 57
910,681,82,A-Injury,Other non collision,Clear,Daylight,Unknown,No Controls,Unincorporated,2003,0,1,-88.24530029,40.18130112,I- 57
911,686,87,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2003,0,1,-88.14510345,40.36750031,I- 57
912,693,94,A-Injury,Sideswipe same direction,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2003,0,1,-88.14170074,40.37419891,I- 57
913,707,108,A-Injury,Fixed object,Clear,Daylight,Ice,No Controls,Unincorporated,2002,0,1,-88.14170074,40.37419891,I- 57
914,722,123,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2002,0,4,-88.18399811,40.27109909,I- 57
915,736,137,A-Injury,Fixed object,Severe cross wind,Darkness,Dry,Lane Use Marking,Unincorporated,2002,0,3,-88.16369629,40.34320068,I- 57
916,740,141,A-Injury,Other non collision,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2002,0,4,-88.23329926,40.19309998,I- 57
917,755,156,A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2002,0,2,-88.14299774,40.37149811,I- 57
918,773,174,A-Injury,Overturned,Severe cross wind,Dawn,Dry,No Controls,Unincorporated,2002,0,4,-88.23709869,40.18939972,I- 57
919,851,252,A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2001,0,2,-88.23210144,40.19430161,I- 57
920,853,254,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2001,0,1,-88.18360138,40.27690125,I- 57
921,856,257,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2001,0,1,-88.24079895,40.18569946,I- 57
922,875,276,A-Injury,Fixed object,Clear,Darkness,Unknown,Lane Use Marking,Unincorporated,2000,0,1,-88.18890381,40.25870132,I- 57
923,898,299,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2000,0,1,-88.15740204,40.3512001,I- 57
924,933,334,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2000,0,2,-88.25019836,40.17649841,I- 57
925,936,337,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2000,0,2,-88.17610168,40.32749939,I- 57
926,969,370,A-Injury,Sideswipe same direction,Snow,Daylight,Snow or slush,Lane Use Marking,Unincorporated,2000,0,1,-88.23090363,40.19549942,I- 57
927,974,375,A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2000,0,1,-88.22219849,40.20410156,I- 57
928,1012,413,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,1999,0,1,-88.30500031,40.11399841,I- 57
929,1046,447,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Rantoul,1999,0,1,-88.1835022,40.31679916,I- 57
930,1049,450,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,1999,0,4,-88.18360138,40.27690125,I- 57
931,1137,538,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2004,0,2,-88.24500275,40.18159866,I- 57
932,1138,539,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2004,0,1,-88.23370361,40.19269943,I- 57
933,1139,540,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2004,0,1,-88.2263031,40.20009995,I- 57
934,1143,544,A-Injury,Fixed object,Snow,Daylight,Ice,No Controls,Unincorporated,2004,0,1,-88.16049957,40.34719849,I- 57
935,1144,545,A-Injury,Animal,Clear,Daylight,Dry,No Controls,Unincorporated,2004,0,1,-88.12969971,40.39839935,I- 57
936,1158,559,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,-88.25090027,40.17580032,I- 57
937,1187,588,A-Injury,Sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,Rantoul,2005,0,1,-88.18399811,40.30459976,I- 57
938,1196,597,A-Injury,Rear end,Clear,Darkness,Snow or slush,Unknown,Unincorporated,2005,0,1,-88.23840332,40.18809891,I- 57
939,1207,608,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2005,0,2,-88.2322998,40.19409943,I- 57
940,1218,619,A-Injury,Head on,Snow,Darkness,Ice,Lane Use Marking,Unincorporated,2005,0,3,-88.14839935,40.36249924,I- 57
941,1427,828,A-Injury,Other object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2006,0,1,-88.19339752,40.24810028,I- 57
942,1428,829,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2006,0,2,-88.27459717,39.90159988,I- 57
943,1429,830,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2006,0,2,-88.29029846,39.91339874,I- 57
944,1430,831,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2006,0,2,-88.30329895,39.94499969,I- 57
945,1431,832,A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2006,0,2,-88.30490112,40.09030151,I- 57
946,1433,834,A-Injury,Overturned,Other,Darkness,Wet,Lane Use Marking,Unincorporated,2006,0,1,-88.30339813,39.94789886,I- 57
947,1434,835,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2006,0,2,-88.18379974,40.28219986,I- 57
948,1604,1005,A-Injury,Overturned,Rain,Daylight,Ice,Lane Use Marking,Unincorporated,2007,0,3,-88.17050171,40.33480072,I- 57
949,1630,1031,A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2007,0,2,-88.19480133,40.24459839,I- 57
950,1648,1049,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2007,0,2,-88.18630219,40.26520157,I- 57
951,1799,1200,A-Injury,Sideswipe opposite direction,Rain,Daylight,Ice,Lane Use Marking,Unincorporated,2008,0,3,-88.21849823,40.207901,I- 57
952,1845,1246,A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2008,0,3,-88.26979828,40.15869904,I- 57
953,1950,1351,A-Injury,Overturned,Snow,Dawn,Snow or slush,Lane Use Marking,Unincorporated,2008,0,2,-88.14060211,40.37670135,I- 57
954,1960,1361,A-Injury,Overturned,Snow,Darkness,Ice,Lane Use Marking,Unincorporated,2008,0,5,-88.30410004,40.01940155,I- 57
955,1964,1365,A-Injury,Parked motor vehicle,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2008,0,6,-88.30519867,40.11370087,I- 57
956,2018,1419,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Pesotum,2009,0,1,-88.27880096,39.90480042,I- 57
957,2025,1426,A-Injury,Other non collision,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2009,0,6,-88.25610352,40.17079926,I- 57
958,2030,1431,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2009,0,1,-88.17810059,40.32519913,I- 57
959,2035,1436,A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2009,0,2,-88.30490112,40.09469986,I- 57
960,2208,1609,A-Injury,Overturned,Snow,Darkness,Snow or slush,Lane Use Marking,Unincorporated,2009,0,1,-88.30349731,39.95740128,I- 57
961,2210,1611,A-Injury,Overturned,Snow,Darkness,Snow or slush,Lane Use Marking,Unincorporated,2009,0,2,-88.30380249,39.99029922,I- 57
962,2212,1613,A-Injury,Parked motor vehicle,Snow,Daylight,Ice,Lane Use Marking,Unincorporated,2009,0,1,-88.1785965,40.32460022,I- 57
963,2238,1639,A-Injury,Sideswipe same direction,Clear,Daylight,Ice,Lane Use Marking,Unincorporated,2010,0,2,-88.18389893,40.29000092,I- 57
964,2307,1708,A-Injury,Rear end,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2010,0,1,-88.3035965,39.97050095,I- 57
965,2325,1726,A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2010,0,1,-88.25219727,40.17459869,I- 57
966,363,2364,A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,2014,0,1,-88.27469635,40.14160156,Dobbins Dr
967,2216,1617,A-Injury,Pedestrian,Clear,Daylight,Wet,No Controls,Unincorporated,2010,0,2,-88.27349854,40.14390182,Roland Dr
968,2255,1656,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2010,0,1,-88.27349854,40.14479828,Roland Dr
969,97,2098,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,3,-88.23889923,40.13299942,Co Rd 21
970,328,2329,A-Injury,Fixed object,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Champaign,2014,0,1,-88.23989868,40.12110138,Co Rd 21
971,864,265,A-Injury,Pedalcyclist,Clear,Daylight,Wet,No Controls,Champaign,2001,0,1,-88.23899841,40.13850021,Co Rd 21
972,1067,468,A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,1999,0,2,-88.23889923,40.13430023,Co Rd 21
973,1449,850,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2006,0,2,-88.2390976,40.14360046,Co Rd 21
974,1450,851,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2006,0,2,-88.23930359,40.15670013,Co Rd 21
975,1452,853,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2006,0,2,-88.23930359,40.15670013,Co Rd 21
976,1454,855,A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2006,0,1,-88.23889923,40.13420105,Co Rd 21
977,1702,1103,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2007,0,2,-88.23899841,40.13970184,Co Rd 21
978,1463,864,A-Injury,Angle,Rain,Daylight,Ice,Lane Use Marking,Champaign,2006,0,1,-88.28350067,40.14670181, 
979,1228,629,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2005,0,3,-88.27739716,40.18579865,Co Rd 1
980,652,53,A-Injury,Turning,Rain,Daylight,Wet,No Controls,Unincorporated,2003,0,7,-88.24099731,40.17750168,Market St
981,1130,531,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2004,0,2,-88.23989868,40.17499924,Market St
982,1232,633,A-Injury,Rear end,Rain,Dusk,Wet,No Controls,Unincorporated,2005,0,3,-88.24140167,40.1780014,Market St
983,2089,1490,A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Unincorporated,2009,0,1,-88.24160004,40.17819977,Market St
984,2328,1729,A-Injury,Turning,Clear,Daylight,Dry,No Controls,Unincorporated,2010,0,3,-88.24140167,40.1780014,Market St
985,564,2565,A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2015,0,1,-88.26200104,40.14910126,Boardwalk Dr
986,1701,1102,A-Injury,Rear end,Sleet,Daylight,Ice,No Controls,Champaign,2007,0,1,-88.26229858,40.14870071,Boardwalk Dr
987,1213,614,A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Champaign,2005,0,2,-88.2845993,40.14410019, 
988,1466,867,A-Injury,Overturned,Rain,Daylight,Wet,Lane Use Marking,Champaign,2006,0,1,-88.28500366,40.14410019, 
989,1468,869,A-Injury,Overturned,Rain,Daylight,Wet,Lane Use Marking,Champaign,2006,0,1,-88.28070068,40.14329910000001, 
990,1471,872,A-Injury,Other object,Sleet,Darkness,Ice,Lane Use Marking,Champaign,2006,0,1,-88.28070068,40.14319992, 
991,2352,1753,A-Injury,Angle,Clear,Daylight,Wet,Lane Use Marking,Champaign,2010,0,1,-88.28089905,40.14350128, 
992,1560,961,A-Injury,Turning,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2006,0,1,-88.25800323,40.14080048,Baytowne Dr
993,1459,860,A-Injury,Sideswipe same direction,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2006,0,1,-88.28130341,40.10919952,Crescent Dr
994,528,2529,A-Injury,Sideswipe same direction,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2015,0,1,-88.25789642,40.13209915,Bloomington Rd
995,803,204,A-Injury,Angle,Clear,"Darkness, lighted road",Wet,Traffic Signal,Champaign,2001,0,2,-88.25789642,40.13219833,Bloomington Rd
